Dos,Don'ts
"• Put minimum weight on hands. • Distribute weight on the back. • The trunk should be raised up to the navel only. • While raising, shoulders should be shrugged backwards.",• Do not give jerk to lift the body. • Do not allow the elbows to spread out. • Do not raise the region beyond the navel region.
