Dos,Don'ts
• Spread the fingers. • Keep the chest forward and look in front in the final position. • Contract the abdominal muscles while lifting the body. • Support weight of the body on hands.,• Avoid exerting pressure on the elbow with the raised foot-lock. • Do not make haste in balancing the body.
