Dos,Don'ts
"• Place palms on soles or heels carefully and keep the arms straight. • Contract the buttock and stretch the dorsal region of back when bending backwards. • In the final position, thighs should be perpendicular to the floor; and head should be tilted backwards. • Weight of the body should be supported by legs and arms.",• Do not jerk the neck while assuming and releasing the posture. • Do not bend the spine forcefully beyond the capacity.
