Dos,Don'ts
"• Shift the body weight by propelling the body forward and raising the legs up while balancing the body. • Spread out the fingers well to secure a broad base for balance. • Tense the muscles of the body while raising the trunk. • In the final position, the weight of body should be supported by abdominal muscles.",• Do not throw the legs up with a jerk. • Do not keep the elbows apart while in balance.
