has,can,is
"For example: webbed feet, long legs. fat legs, etc. heavy body, very light weight, soft fur, feather, sense of smell, etc.","Swim, fly, run, grow tall, small size, hunt, carry weight, guard the house, etc. communicate, sing, speak, make variety of sounds to communicate, show affection, emotion, etc.","Warm-blooded, mammal, good swimmer, largest animal, smallest animal, good hunter, etc. sensitive, ferocious, short tempered, docile, smart, etc."
