"Species and Sub-species of Butterflies Collected in Six Weeks in Reading, Pennsylvania","Species and Sub-species of Butterflies Collected in Six Weeks in Reading, Pennsylvania","Species and Sub-species of Butterflies Collected in Six Weeks in Reading, Pennsylvania"
Gossamer-Winged Butterflies • white M hairstreak • acadian hairstreak • bronze copper • bog copper • purplish copper • eastern-tailed blue • melissa blue • silvery blue Snout Butterfly,Wood Nymphs and Satyrs • eyed brown • woodnymph(grayling) Monarchs • monarch or milkweed Whites and Sulphurs • olympia • cloudless sulphur • European cabbage,Brush-footed Butterflies • variegated fritillary • Harris's checkerspot • pearl crescent • mourning cloak • painted lady • buckeye • viceroy • white admiral • red-spotted purple • hackberry
